Honda of the Ozarks|(417) 862-4686|2055 E. Kerr, Springfield, MO 65803|www.hondaoftheozarks.com
Hood-Rich Architecture|(417) 862-4483|400 South Avenue, Suite 300, Springfield, MO 65806|www.hoodrich.com
Horton Smith Golf Course|(417) 891-1639|2409 S. Scenic, Springfield, MO 65807|
Hospice Compassus|(417) 882-0453|1465 E. Primrose, Springfield, MO 65804|www.compassus.com
Hotel Vandivort|(417) 832-1515|305 E. Walnut, Springfield, MO 65806|www.hotelvandivort.com
Hotels.com, a division of Expedia, Inc.|(417) 521-1760|5000 W. Kearney, Springfield, MO 65803|www.expedia.com
Houlihan's|(417) 862-7777|2431 N. Glenstone, Springfield, MO 65803|www.houlihans.com
Houlihan's Restaurant & Bar-South|(417) 883-3434|2110 E. Republic, Springfield, MO 65807|www.houlihans.com
Housing Authority of Springfield|(417) 447-4557|421 W. Madison, Springfield, MO 65806|www.hasproperties.net
Housing Plus, LLC|(417) 887-6682|1525 E. Republic, B-100, Springfield, MO 65804|
Howden Roots, LLC|(417) 864-5599|4654 W. Junction, Springfield, MO 65802|www.howden.com/turblex
Huber & Associates, Inc.|(417) 883-6000|2144 E. Republic, F-402, Springfield, MO 65804|www.teamhuber.com
Hunter-Chase & Associates, Inc.|(417) 882-8203|1200 E. Woodhurst, J-200, Springfield, MO 65804|www.hunterchase.co
Hutchins Advertising, LLC|(417) 864-5788|740 W. College, Springfield, MO 65806|www.agoodpromo.com
Hvmboldt Estates, formerly Ms. Gilmores Carriage House|(417) 379-3006|847 S. Scenic, Springfield, MO 65802|www.hvmboldtestates.com
Hyde, Love & Overby, LLP|(417) 831-4046|1121 S. Glenstone, Springfield, MO 65804|
Hy-Vee, Inc.|(417) 881-1950|1720 W. Battlefield, Springfield, MO 65807|www.hy-vee.com
iHeartMedia|(417) 890-5555|1856 S. Glenstone, Springfield, MO 65804|www.kgbx.com
In & Out Car Wash|(417) 863-8924|2233 N. Glenstone, Springfield, MO 65803|www.inoutwash.com
In the Time of Need Foundation, Inc.|(417) 860-7915|3039 S. Kansas Expressway, Springfield, MO 65807|www.intimeofneedfoundation.org
Independent Printing, Inc.|(417) 862-1530|2335 E. Chestnut Expressway, C-128, Springfield, MO 65802|www.independentprinting.net
Indica, LLC|(417) 861-4573|1530 E. Erie, 302-A, Springfield, MO 65804|www.indica.com
Infiniti of Springfield|(417) 447-0353|3625 S. Campbell, Springfield, MO 65807|www.infinitiofspringfield.com
Infusion|(417) 520-7039|3760 E. Meadowmere, Springfield, MO 65809|www.infusiongroup.com
Ink Print and Sign|(417) 222-6202|1860 W Arbor, Ste 108, Springfield, MO 65807|www.inkprintandsign.com
Insurance Physicals & Employee Screening|(417) 881-2522|1736 E. Sunshine, Suite 507, Springfield, MO 65804|ipescreening.com
Insurors of the Ozarks|(417) 881-0430|2104 E. Sunshine, Springfield, MO 65804|www.insureozarks.com
Integrated System of Services|(417) 425-8137|4321 S. Quail Creek, Springfield, MO 65810|www.helpsgf.com
Integrity Home Care & Hospice|(855) 442-4968|2960 N. Eastgate, Springfield, MO 65803|www.integrityhc.com
Integrity Pharmacy, LLC|(417) 865-2900|509 S. Union, Springfield, MO 65802|www.integritypharmacy.com
Intelli-Shred by EDCO|(800) 999-3456|1351 N. Belcrest, Springfield, MO 65802|
Interactive Dynamics, LLC|(417) 736-3746|489 Evergreen, Strafford, MO 65757|www.interactivedynamics.com
International Association of Fairs & Expositions|(800) 516-0313|3043 E. Cairo, Springfield, MO 65802|www.fairsandexpos.com
International Institute of Southwest MO.|(417) 720-1552|334 E. Commercial, Springfield, MO 65803|www.iistl.org
Interpres Building Solutions|(417) 631-4895|1201 S. Campbell, Springfield, MO 65807|www.interpresbuild.com
IntrinsiQ Specialty Solutions|(417) 299-2882|138 Park Central Square, Suite 101, Springfield, MO 65806|www.intrinsiq.com
IPA Educational Supplies|(417) 887-1154|2404 W. Kingsley, Springfield, MO 65807|www.ipaeducational.com
Isabel's House|(417) 865-2273|2750 W. Bennett, Springfield, MO 65802|www.isabelshouse.org
J & E Davis, LLC|(217) 417-1399|4560 W. Crescent, Springfield, MO 65804|
J.D. Byrider|(417) 863-6500|1226 S. Glenstone, Springfield, MO 65804|www.GOJDB.com
J.D. Dickinson Compressor Co.|(417) 865-8555|2557 W. Olive, Springfield, MO 65802|www.jddickinson.com
J.E. Dunn Construction Co.|(417) 877-7812|1135 E. Lakewood, Suite 120, Springfield, MO 65810|www.jedunn.com
Jack Henry & Associates|(417) 888-4900|3725 E. Battlefield, Springfield, MO 65809|www.jackhenry.com
Jack's Upholstery, LLC|(417) 725-7755|1754-B N. Deffer, Nixa, MO 65714|www.jacksupholstery.net
Jackson + Appleton|(417) 294-0711|860 Parkview, Hollister, MO 65672|www.jacksonappleton.com
Jade Tank|(417) 844-2237|1316 E. Republic, Springfield, MO 65804|www.jadetank.com
James B. Anderson|(417) 839-3408|3810 E. Cherry Street #22, Springfield, MO 65809|
James Financial Partners, LLC|(417) 829-2257|1531 E. Bradford Parkway, Suite 320, Springfield, MO 65804|www.jamesfinancialpartners.com
James River Church|(417) 581-5433|6100 N. 19th, Ozark, MO 65721|www.jamesriver.org
James River Nursing & Rehabilitation|(417) 891-4800|3550 E. Battlefield, Springfield, MO 65809|
Jarden Plastic Solutions|(417) 866-6650|2600 Partnership Boulevard, Springfield, MO 65803|www.jardenplasticsolutions.com
Jason's Deli|(417) 881-1500|1724-A E. Battlefield, Springfield, MO 65804|www.jasonsdeli.com
Jay Key Service, Inc.|(417) 862-7049|1106 E. St. Louis, Springfield, MO 65806|www.jaykeyservice.com
Jeffrey S. Heard, DDS, PC|(417) 883-3333|1335 E. Independence, Springfield, MO 65804|www.HHVDDS.com
Jenkins Diesel Power, Inc.|(417) 862-7021|1845 E. Blaine, Springfield, MO 65803|www.jenkinsdiesel.com
Jenny Craig Weight Management|(417) 890-0110|3254 S. National, Springfield, MO 65807|www.jennycraig.com
Jeremiah Mee CPA & Advisors|(417) 863-1500|1245 E. Montclair, Springfield, MO 65804|www.meecpa.com
Jericho Development Co., LLC|(417) 865-0200|400 E. Walnut, Suite 302, Springfield, MO 65806|www.jerichodevelopment.info
Jerry E. Clark, Public Relations|(417) 881-5655|3771 N. Farm Road 249, Strafford, MO 65757|
Jim Hutcheson Realtors|(417) 886-1700|2847 S. Ingram Mill, C-100, Springfield, MO 65804|www.jimhutcheson.com
Jim Murphy & Sons Construction|(417) 883-5003|1736 E. Sunshine, Suite 913, Springfield, MO 65804|www.jimmurphysons.com
Jimm's Steakhouse & Pub|(417) 886-5466|1935 S. Glenstone, Springfield, MO 65804|www.jimmssteakhouseandpub.com
Jimmy's Egg|(417) 720-4436|3315 E. Battlefield, Springfield, MO 65804|www.jimmysegg.com
JLC Development, LLC|(417) 860-5447|2808 S. Ingram Mill, A-100, Springfield, MO 65804|
JMARK Business Solutions, Inc.|(417) 863-1700|601 N. National, Suite 102, Springfield, MO 65802|www.jmark.com
JobFinders Employment Services Co.|(573) 446-4250|1409-A W. Sunshine, Springfield, MO 65807|www.jobfindersusa.com
Joe Costello Co.|(417) 866-7100|4112 N. Farm Road 189, Springfield, MO 65803|www.joecostello.com
John Deere Reman Electronic Solutions|(417) 893-2732|3001 E. Division, Springfield, MO 65802|www.johndeere.com
John Deere Reman-Springfield|(417) 829-2000|601 S. Highway 125, Strafford, MO 65757|www.deere.com/en_US/reman/
John Marion Custom Homes, LLC|(417) 838-1087|1435 S. Enterprise, Springfield, MO 65804|www.johnmarioncustomhomes.com
John Q. Hammons Co.|(417) 864-4300|300 John Q. Hammons Parkway, Suite 700, Springfield, MO 65806|www.jqhhotels.com
Johnson Associates, Inc.|(417) 459-2202|3099 S. Thornridge, Springfield, MO 65809|www.platosclosetspringfieldmo.com
Johnston Industrial Supply Co., Inc.|(417) 869-1887|3121 E. Cairo, Springfield, MO 65802|www.johnstoncompanies.com
Jonathan A. Bay, Law Office|(417) 873-9100|1736 E. Sunshine, Suite 410, Springfield, MO 65804|www.jonbay.com
Jordan Valley Ice Park|(417) 866-7444|635 E. Trafficway, Springfield, MO 65806|www.icepark.org
Jordan Valley Park|(417) 866-7444|635 E. Trafficway, Springfield, MO 65806|
JPS & Associates, Inc.|(417) 882-4208|319 N. Main, Suite 100, Springfield, MO 65806|www.jps-associates.com
Judy Galbraith|(417) 224-4090|1124 E. Lakewood, H4, Springfield, MO 65807|
Jumping Jacks Event Rentals|(417) 299-1103|424 N. Cedarbrook, Springfield, MO 65802|www.jumpingjacksevents.com
JumpSIX Marketing|(417) 799-2233|1335 E. Bradford Parkway, Springfield, MO 65804|www.jumpsixmarketing.com
Junior League of Springfield|(417) 887-9422|2574 E. Bennett, Springfield, MO 65804|www.jlspringfield.org
Justice Jewelers, Inc.|(417) 881-0551|3520 E. Battlefield, Springfield, MO 65809|www.justicejewelers.com
Juxly, LLC|(888) 399-0359|425 W. McDaniel, Suite 164, Springfield, MO 65806|www.juxly.com
KeeWes Equipment Co.|(417) 862-8464|4629 W. Calhoun, Springfield, MO 65802|www.keewes.com
Keller Williams Realty Greater Springfield|(417) 883-4900|2925 E. Battlefield, Suite 111, Springfield, MO 65804|www.kwspringfield.com
Kenmar Construction|(417) 863-1313|1637 W. College, Springfield, MO 65806|www.kenmarconst.com
Killian Construction Co.|(417) 883-1204|2664 E. Kearney, Springfield, MO 65803|www.killco.com
Killian Sports Complex|(417) 837-5817|1923 N. Weller, Springfield, MO 65803|
King Maintenance|(417) 319-6189|2305-C W. Vista, Springfield, MO 65807|www.all-in-1cleaning.com
Kingsley Group Business Brokers|(417) 889-9400|1350-C E. Kingsley, Springfield, MO 65804|www.kingsleybrokers.com
Kirberg Co.|(417) 833-3323|1140 N. Eldon, Springfield, MO 65803|www.kirberg.com
Kirkland Woods & Martinsen, LLC|(417) 893-5288|3230 E. Ridgeview, Springfield, MO 65804|www.kwm-law.com
Kirksey Law Firm, LLC|(417) 326-4529|711 S. Albany, Bolivar, MO 65613|www.kirkseylawfirm.com
Knight Heating & Air Conditioning|(417) 725-2512|468 W. Tracker, Nixa, MO 65714|www.knightheatingandac.com
KOAM TV-KFJX TV|(417) 623-6111|745 Rangeline, Joplin, MO 64801|www.fox14tv.com
Kollmeyer & Co., LLC|(417) 881-9393|3555 S. Culpepper, Suite 200, Springfield, MO 65804|www.kcocpa.com
KOLR10 TV|(417) 862-1010|2650 E. Division, Springfield, MO 65803|www.ozarksfirst.com
KOZL TV-OzarksFirst.com|(417) 862-2727|2650 E. Division, Springfield, MO 65803|www.ozarksfirst.com
KPM CPAs & Advisors|(417) 882-4300|1445 E. Republic, Springfield, MO 65804|www.kpmcpa.com
KPM Technology, LLC|(417) 875-1100|1445 E. Republic, Springfield, MO 65804|www.kpmtechnology.com
Kraft Heinz Company|(417) 823-4244|2035 E. Bennett, Springfield, MO 65804|www.kraftfoodsgroup.com
Krave Seafood & Oyster Bar & Krave Live Music Emporium|(417) 889-6500|1614 S. Glenstone, Springfield, MO 65804|
Krispy Kreme Doughnuts & Coffee|(417) 823-7711|3860 S. Campbell, Springfield, MO 65807|www.krispykreme.com
KSPR TV|(417) 268-3000|999 W. Sunshine, Springfield, MO 65807|www.kspr.com
Kuat Innovations, LLC|(417) 889-5820|2240 N. Alliance, Springfield, MO 65803|www.kuatracks.com
Kutak Rock, LLP|(417) 720-1410|300 S. John Q. Hammons Parkway, Suite 80, Springfield, MO 65806|
KWFC Radio|(417) 869-0891|2550 S. Campbell, Suite 100, Springfield, MO 65807|www.kwfc.org
Kwik Kar Automotive|(417) 887-5945|4112 S. Kansas Expressway, Springfield, MO 65807|www.kwikkarautomotive.blogspot.com
KY3, Inc.|(417) 268-3000|999 W. Sunshine, Springfield, MO 65807|www.ky3.com
L & W Industries|(417) 864-5411|3850 E. Mustard Way, Springfield, MO 65803|www.lwind.com
La Quinta Inn & Suites-Springfield South|(417) 890-6060|2535 S. Campbell, Springfield, MO 65807|www.laquintaspringfieldsouth.com
Lake Country Soccer, Inc.|(417) 862-3211|2334 E. Pythian, Springfield, MO 65802|www.lakecountrysoccer.org
Lake Springfield Park Boathouse & Marina|(417) 891-1550|5324 S. Kissick, Springfield, MO 65804|www.parkboard.org
Lakeland Behavioral Health System|(417) 865-5581|440 S. Market, Springfield, MO 65806|www.lakelandbehavioralhealth.com
Lakeland Office Systems, Inc.|(417) 887-1555|2932 E. Pythian, Springfield, MO 65802|www.lakelandoffice.com
Lakewood Assisted Living|(417) 881-1411|4685 S. Robberson, Springfield, MO 65810|www.americareusa.net
Lamar Advertising|(417) 862-3778|6926 Carnahan, Springfield, MO 65802|www.lamar.com
Lamar Johnson Collaborative|(417) 865-2065|433 W. Walnut, Springfield, MO 65806|www.theljc.com
Lamplighter Inn-North|(417) 869-3900|2820 N. Glenstone, Springfield, MO 65803|www.lamplighternorth.com
Lamplighter Inn-South|(417) 882-1113|1772 S. Glenstone, Springfield, MO 65804|www.lamplightersouth.com
Larry Snyder & Co.|(417) 887-6897|4820 N. Towne Centre, Ozark, MO 65721|www.lscinc.com
Larson Heating, Air & Plumbing|(417) 725-2020|714 W. Kathryn, Nixa, MO 65714|www.larsonheatingandac.com
Larson Law, LLC|(417) 890-6677|3331 E. Ridgeview, Springfield, MO 65804|www.larsonlaw.com
Laser FX Engraving|(417) 354-2471|224 Fieldstone Rd., Clever, MO 65631|www.laserfxengraving.com
Law Office of Adam Woody|(417) 720-4800|2121 S. Eastgate, Springfield, MO 65807|www.adamwoody.com
Law Office of Sativa Boatman-Sloan, LLC|(417) 887-4170|4650 S. National, Building C-4, Springfield, MO 65810|www.417lawfirm.com
La-Z-Boy Furniture Galleries|(417) 883-3820|1737 E. Independence, Springfield, MO 65804|www.la-z-boy.com/springfield
LCS Kleen-Aire, Inc.|(417) 883-5220|3210 S. Scenic, Springfield, MO 65807|www.lcskleenaire.com
Leadership Springfield, Inc.|(417) 986-2884|1711-A W. Battlefield, Springfield, MO 65807|www.leadershipspringfield.com
Legal Land Title|(417) 864-8800|3051-B S. Kimbrough, Springfield, MO 65807|
Legal Services of Southern Missouri|(417) 881-1397|809 N. Campbell, Springfield, MO 65802|www.lsosm.org
Lehnert Leadership Group, LLC|(417) 894-3820|2715 S. Forrest Heights, Springfield, MO 65809|www.alinalehnert.com
Leo Journagan Construction Co.|(417) 869-7222|3003 E. Chestnut Expressway, Suite 1200, Springfield, MO 65802|
Leong's Asian Diner|(417) 887-7500|1540 W. Republic, Springfield, MO 65807|www.leongsasiandiner.com
Lew's Fishing Tackle / Do Outdoors, LLC|(417) 881-5397|3031 N. Martin, Springfield, MO 65803|www.lews.com
Liberty Utilities|(417) 850-3732|202 E. Brick Street, Ozark, MO 65721|www.empiredistrict.com
Life360 Church|(417) 447-9000|2220 W. Chesterfield Boulevard, Springfield, MO 65807|www.life360.org
Lift Up Springfield||2005-F E. Kearney, Springfield, MO 65803|www.liftupspringfield.org
Linda's Flowers, Inc.|(417) 883-6861|1255 W. Battlefield, Springfield, MO 65807|www.lindasflowers.com
Lloyds Dry Cleaners|(417) 890-1404|3104 S. Golden, Springfield, MO 65807|www.lloydscleaners.com
Locals Only|(417) 861-6689|1320 S. Raintree Place, Springfield, MO 65809|www.instagram.com/417localsonly/
Locke + Stache|(816) 225-5877|338 N. Boonville, Springfield, MO 65806|www.lockeandstache.com
Loehr Chiropractic & Acupuncture|(417) 887-8075|3021 E. Sunshine, Springfield, MO 65804|www.loehrchiro.com
Long Life Ministries, Inc.|(417) 886-2063|2040 E. Sunshine, Springfield, MO 65804|www.longlifeministry.org
LongHorn SteakHouse|(417) 883-5025|3121 S. Glenstone, Springfield, MO 65804|www.longhornsteakhouse.com
Lorenz Plumbing, Heating & Air Conditioning, Inc.|(417) 863-1122|1429 N. Cedarbrook, Springfield, MO 65802|www.lorenzphac.com
Los Cabos|(417) 823-9114|4109 S. National, Springfield, MO 65807|www.loscabosok.com
Losh Network Services|(417) 887-0404|2037 W. Woodland, Springfield, MO 65807|www.losh.com
Love Orthodontics|(417) 883-6898|1200 E. Woodhurst Dr., F-400, Springfield, MO 65804|www.loveorthodontics.com
Lowther Johnson Attorneys at Law, LLC|(417) 866-7777|901 E. St. Louis, Suite 20, Springfield, MO 65806|www.lowtherjohnson.com
Luco's Pizza|(417) 315-8586|2925 W. Republic, Springfield, MO 65807|
Lutheran Family & Children's Services|(417) 862-1972|2130 N. Glenstone, Springfield, MO 65803|www.lfcsmo.org
Magers Management Co., I, LP|(417) 882-9397|2776 S. Campbell, Springfield, MO 65807|
Magnolia Square Nursing & Rehab|(417) 877-7545|1502 W. Edgewood, Springfield, MO 65807|
Mahaffey Family Dentistry, LLC|(417) 887-3573|509 W. Battlefield, Springfield, MO 65807|www.mahaffeydental.com
Main Street Marina|(417) 239-3980|9 S. Boardwalk, Branson, MO 65616|www.mainstreetmarina.com
Mainstream Boutique|(417) 425-4723|2714 S. Glenstone, Springfield, MO 65804|www.mainstreamboutique.com
MaMa Jean's Natural Market|(417) 831-5229|1110 E. Republic, Springfield, MO 65807|www.mamajeansmarket.com
Manpower|(417) 863-8011|2025 W. Sunshine, Suite 160, Springfield, MO 65807|www.manpower.com
Maple Wood Alzheimer's Special Care Center|(417) 885-9050|1146 E. Lakewood, Springfield, MO 65810|www.jeaseniorliving.com
Maples Properties|(417) 883-9100|3032 S. Fremont, C-100, Springfield, MO 65804|www.maplesproperties.com
Marine Fasteners, Inc.|(866) 246-3916|2940 N. Ingram, Springfield, MO 65803|www.marfas.com
Marlene Chism, Inc.|(417) 831-1799|1223 W. Linwood, Springfield, MO 65807|www.marlenechism.com
Marlin Network, LLC|(417) 885-4500|3253 E. Chestnut Expressway, Suite 8, Springfield, MO 65802|www.marlinnetwork.com
Maschino's|(417) 869-1513|1715 S. Campbell, Springfield, MO 65807|www.maschinos.com
Mattax-Neu-Prater Eye Center|(417) 886-3937|1265 E. Primrose, Springfield, MO 65804|www.mattaxneuprater.com
Maxon Fine Jewelry|(417) 887-1800|2850 E. Battlefield, Suite 100, Springfield, MO 65804|www.maxonfinejewelry.com
May Motor Co.|(417) 831-1598|3240 S. Campbell, Springfield, MO 65807|www.maymotorcompany.com
McAnany, Van Cleave & Phillips|(417) 865-0007|4730 S. National, A-1, Springfield, MO 65810|www.mvplaw.com
McCullough & Associates, LLC|(417) 883-1212|820 E. Primrose, Springfield, MO 65807|www.mcculloughandassociatescpa.com
McDonald's Restaurant|(417) 865-7877|2728 E. Chestnut Expressway, Springfield, MO 65802|
McLane Midwest|(417) 832-4000|2788 E. Sawyer, Republic, MO 65738|
McLoud & Company, LLC|(417) 882-6000|3322 S. Campbell, BB, Springfield, MO 65807|www.mcloud.net
Meador Park|417|1923 N. Weller, Springfield, MO 65803|
Mediacom|(888) 847-6228|1533 S. Enterprise, Springfield, MO 65804|www.mediacombusiness.com
Medicine Store|(417) 881-8841|1302 E. Sunshine, Springfield, MO 65804|
Med-Pay, Inc.|(417) 886-6886|1650 E. Battlefield, Suite 300, Springfield, MO 65804|www.med-pay.com
Meek Chiropractic|(417) 887-0340|1934 S. Glenstone, Springfield, MO 65804|www.meekchiro.com
Melanie Ball||949 E. Primose, Springfield, MO 65807|
Mercy Clinic-Facial Plastic Surgery|(417) 887-3223|1965 S. Fremont, Suite 120, Springfield, MO 65804|www.facialplasticsurgeon.com
Mercy Corporate Health & Wellness|(417) 820-3400|3265 S. National, Suite 115, Springfield, MO 65807|www.wellnesspartner.org
Mercy Health Foundation Springfield|(417) 820-6111|3265 S. National, Suite 200, Springfield, MO 65807|
Mercy Home Health|(417) 820-4374|1570 W. Battlefield, Suite 110, Springfield, MO 65807|www.mercy.net
Mercy Hospital Springfield Communities|(417) 820-2000|1407 St Louis St, Springfield, MO 65803|www.mercy.net/springfieldmo/
Mercy Rehabilitation Hospital Springfield|(417) 227-9000|5904 S. Southwood, Springfield, MO 65804|
Meridian Title Company|(417) 886-4400|4121 S. Fremont, Suite 152, Springfield, MO 65804|www.meridiantitlemo.com
Metro Appliances & More|(417) 833-1113|3252 N. Glenstone, Springfield, MO 65803|www.metroappliancesandmore.com
Mettemeyer Engineering, LLC|(417) 890-8002|2225 W. Chesterfield Boulevard, 3rd floo, Springfield, MO 65807|www.mett-engr.com
Mexican Villa Restaurants|(417) 869-5300|1100 W. Sunshine, Springfield, MO 65807|www.mexicanvilla.net
MFEC, a division of RTM|(417) 881-0020|3333 E. Battlefield, Suite 1000, Springfield, MO 65804|www.mfec.com
MHC Kenworth|(417) 831-4444|3301 E. Kearney, Springfield, MO 65803|www.mhctruck.com
Mid-Missouri Bank|(417) 851-4700|3546 E. Sunshine, Springfield, MO 65809|www.midmobank.com
Midtown Pharmacy|(417) 866-3054|811 E. Division, Springfield, MO 65803|
Midwest Block & Brick|(417) 869-2595|1650 E. Atlantic, Springfield, MO 65803|www.midwestblock.com
Midwest Environmental Consultants|(417) 886-9200|1350-E E. Kingsley, Springfield, MO 65804|www.mecpc.com
Midwest Technical Institute|(417) 227-4950|3600 S. Glenstone, Springfield, MO 65804|www.midwesttech.edu
Miller & Associates CPAs and Advisors, LLC|(417) 887-2727|2305-A S. Blackman, Suite 300, Springfield, MO 65809|www.millercpaadvisors.com
Miller Engineering, PC|(417) 866-6664|3827-A S. Timbercreek, Springfield, MO 65807|www.millerstructures.com
Millington, Glass, Love & Young|(417) 883-6566|1901-A S. Ventura, Springfield, MO 65804|www.springfieldlaw.net
Mirowski Inspections|(417) 873-9517|1500 E. St. Louis, Springfield, MO 65802|www.mirowskiinspections.com
Missouri Business Alliance|(417) 987-1347|4136 S. McCann, Springfield, MO 65804|www.missouribusinessalliance.org
Missouri Cannabis Consulting|(417) 848-5597|1035 N. Sherman, Springfield, MO 65802|www.missouricanna.com
Missouri Care, A WellCare Company|(417) 572-7801|308 Park Central Sq. East, Springfield, MO 65806|www.wellcare.com
Missouri Equipment Leasing|(417) 862-7061|3115 W. Sunshine, Springfield, MO 65807|www.moequipleasing.com
Missouri Job Center|(417) 887-4343|2900 E. Sunshine, Springfield, MO 65804|www.springfieldmo.gov/careercenter
Missouri Rug Cleaners|(417) 866-4331|840 S. Kentwood, Springfield, MO 65802|missourirugcleanersco.com
Missouri Safe and Sober|(417) 720-4644|3331 E. Ridgeview, Springfield, MO 65804|www.missourisafeandsober.com
Missouri Spirits|(417) 501-4674|507 W. Walnut, Springfield, MO 65806|www.missourispirits.com
Missouri State Foundation|(417) 836-6666|300 S. Jefferson, Suite 505, Springfield, MO 65806|
Missouri State University|(417) 836-8529|901 S. National, Springfield, MO 65897|www.missouristate.edu
Missouri State University College of Agriculture|(417) 836-5638|901 S. National, Karls Hall, Springfield, MO 65897|
Missouri State University College of Business|(417) 836-5646|901 S. National, Springfield, MO 65897|www.missouristate.edu
Missouri State University Department of Marketing|(417) 836-5413|901 S. National, Springfield, MO 65897|www.missouristate.edu/mkt
Missouri State University Dept. of Computer Information Systems|(417) 836-4131|901 S. National, Springfield, MO 65897|www.cis.missouristate.edu
Missouri State University Dept. of Technology & Construction Management|(417) 836-5121|901 S. National, Springfield, MO 65897|
Missouri State University Division for Diversity & Inclusion|(417) 836-3736|901 S. National, Springfield, MO 65897|www.diversity.missouristate.edu/
Missouri State University efactory|(417) 837-2600|901 S. National, Springfield, MO 65897|http://efactory.missouristate.edu
Missouri State University Finance & General Business|(417) 836-5504|901 S. National, Springfield, MO 65897|www.missouristate.edu/fgb
Missouri State University International Programs|(417) 836-4988|301 S. Jefferson, Springfield, MO 65806|www.international.missouristate.edu
Missouri State University Jordan Valley Innovation Center|(417) 836-5279|524 N. Boonville, Springfield, MO 65806|www.jvic.org
Missouri State University Management Development Institute|(417) 836-5667|901 S. National, Springfield, MO 65897|www.mdi.missouristate.edu
Missouri State University School of Accounting|(417) 836-5414|901 S. National, Springfield, MO 65897|www.missouristate.edu/soa
Missouri Trust & Investment Company|(417) 450-4797|3100 S. National, Suite 200, Springfield, MO 65807|www.missouritrustandinvestment.com
MoDOT|(417) 895-7600|3025 E. Kearney, Springfield, MO 65803|www.modot.mo.gov
MOKAN Franchise Development|(417) 337-0212|1531 E. Bradford Parkway, Suite 202, Springfield, MO 65804|
Mom and Me Realty Group, LLC|(417) 840-2897|6062 S. Brightwater Trail, Springfield, MO 65810|www.momandmerealtygroup.com
Morelock Builders & Associates|(417) 864-6661|722-B W. Olive, Springfield, MO 65806|www.morelockbuilders.com
Morris Loan & Investment Co.|(417) 889-2535|3078 S. Delaware, Springfield, MO 65804|
Morris Properties|(417) 450-4234|4319 S. National, Suite 122, Springfield, MO 65810|
Moseley's Discount Office Products|(417) 862-4474|431 South Avenue, Springfield, MO 65806|www.yourofficeproducts.com
Mostly Serious Interactive Agency|(417) 501-6552|4064 S Lone Pine Ave, Springfield, MO 65804|www.mostlyserious.io
Moventra, LLC|(417) 848-6334|4319 S. National, Suite 322, Springfield, MO 65810|www.moventra.com
Moxie Cinema|(417) 429-0801|305 S. Campbell, Springfield, MO 65806|www.moxiecinema.com
Mr. Appliance of Springfield|(417) 413-5302|221-B E. Sunshine, Springfield, MO 65807|www.mrappliance.com/Springfield
Mr. Electric|(417) 761-8373|5900 Barbara, Suite 1, Rogersville, MO 65742|www.mrelectric.com/southwest-missouri
MRD Lawyers|(417) 882-2522|4650 S. National, C-5, Springfield, MO 65810|www.mrdlawyers.com
MTS Contracting, Inc.|(417) 865-9991|2110 E. Rockhurst, Springfield, MO 65802|
Mud Lounge|(417) 865-6964|321 E. Walnut, Springfield, MO 65806|www.mudhousecoffee.com
Multi-Craft Contractors, Inc.|(417) 720-4951|2810 N. LeCompte, Springfield, MO 65803|www.multi-craft.net
Munzinger and Company|(417) 887-4335|2010 S. Shady Hill, Springfield, MO 65809|www.munzinger.biz
Murney Associates, REALTORS|(417) 823-2300|1625 E. Primrose, Springfield, MO 65804|www.murney.com
Murphy Business & Financial Corp.-Central Region|(417) 883-7758|620 W. Republic, Suite 103, Springfield, MO 65807|www.murphybusiness.com
Muse by The Traveling Chef, LLC|(417) 459-2682|318 Park Central East, Suite 105, Springfield, MO 65806|www.thetravelingchefcatering.com
Mutual of Omaha|(417) 863-7250|3555 S. Culpepper, Suite 100, Springfield, MO 65804|www.mutualofomaha.com
Mutual of Omaha-Michael Hoppman|(417) 863-7250|3555 S. Culpepper Circle, Sutie 100, Springfield, MO 65810|
My Movers Moving & Storage|(417) 882-6683|1913 E. Florida, Springfield, MO 65803|www.thepurplemovers.com
My Private Escapes|(417) 593-1997|641 Crescent Drive, Hollister, MO 65672|www.myprivateescapes.com
Nabholz Construction Services|(417) 450-6000|2223 W. Sunset, Springfield, MO 65807|www.nabholz.com
NAMI Southwest Missouri|(417) 864-7119|1443 N. Robberson, Suite 408, Springfield, MO 65802|www.namiswmo.com
National Valuation Services of Springfield, Inc.|(417) 889-4005|1711 E. Republic, Springfield, MO 65804|
Nature Scent of the Ozarks, Inc.|(417) 866-3588|1930 E. Meadowmere, Suite 103, Springfield, MO 65804|www.naturescent.com
Nature's Image|(417) 724-8774|1027 S. Highway 160, Nixa, MO 65714|www.naturesimagelc.com
Neally Law, LLC|(417) 863-0200|122 Park Central Square, Springfield, MO 658061394|www.neallylaw.com
Neighbors Mill Bakery & Cafe|(417) 720-4162|1435 E. Independence, Suite 110, Springfield, MO 65804|www.neighborsmill.com
Nesbitt Construction Co.|(417) 866-6199|1400 E. St. Louis, Springfield, MO 65802|www.nesbittconstruction.com
Nestle' Purina PetCare Golden Products Division|(417) 866-7104|2555 Partnership Boulevard, Springfield, MO 65803|www.biggreenbin.com
Netsmart Technologies, Inc.|(800) 842-1973|5100 N. Towne Centre, Ozark, MO 65721|www.ntst.com
New Covenant Academy|(417) 887-9848|3304 S. Cox, Springfield, MO 65807|www.newcovenant.net
